tenant_id,entra_object_id,user_principal_name,mail,display_name,manager_id,raw,synced_at
a1b2c3d4-e5f6-7890-abcd-ef1234567890,e5f71542-83d2-422b-90b0-4f0bdf92db57,ha.tran@setafuture.onmicrosoft.com,ha.tran@setafuture.onmicrosoft.com,Trần Hoàng Hà,,"{""@odata.context"":""https://graph.microsoft.com/v1.0/$metadata#users/$entity"",""id"":""e5f71542-83d2-422b-90b0-4f0bdf92db57"",""displayName"":""Trần Hoàng Hà"",""givenName"":""Hà"",""surname"":""Trần"",""userPrincipalName"":""ha.tran@setafuture.onmicrosoft.com"",""mail"":""ha.tran@setafuture.onmicrosoft.com"",""jobTitle"":""CEO"",""department"":""Executive"",""officeLocation"":""Ho Chi Minh City"",""city"":""Ho Chi Minh City"",""country"":""Vietnam"",""usageLocation"":""VN"",""mobilePhone"":""+84 9855750658"",""businessPhones"":[""+84 9855750658""],""preferredLanguage"":""vi-VN"",""accountEnabled"":true,""userType"":""Member"",""employeeId"":""1000"",""skills"":[""Digital Transformation"",""Change Management"",""Agile Transformation"",""Leadership"",""Business Strategy""],""createdDateTime"":""2025-08-18T07:00:00.000Z"",""@odata.etag"":""W/\""JzEtZTVmNzE1NDItODNkMi00Cg==\""""}",2026-05-19T07:00:00+00:00
a1b2c3d4-e5f6-7890-abcd-ef1234567890,b2d0da32-671a-4b0e-a284-317936e34cfa,linh.le@setafuture.onmicrosoft.com,linh.le@setafuture.onmicrosoft.com,Lê Xuân Linh,e5f71542-83d2-422b-90b0-4f0bdf92db57,"{""@odata.context"":""https://graph.microsoft.com/v1.0/$metadata#users/$entity"",""id"":""b2d0da32-671a-4b0e-a284-317936e34cfa"",""displayName"":""Lê Xuân Linh"",""givenName"":""Linh"",""surname"":""Lê"",""userPrincipalName"":""linh.le@setafuture.onmicrosoft.com"",""mail"":""linh.le@setafuture.onmicrosoft.com"",""jobTitle"":""CTO"",""department"":""Executive"",""officeLocation"":""Ho Chi Minh City"",""city"":""Ho Chi Minh City"",""country"":""Vietnam"",""usageLocation"":""VN"",""mobilePhone"":""+84 9185848277"",""businessPhones"":[""+84 9185848277""],""preferredLanguage"":""vi-VN"",""accountEnabled"":true,""userType"":""Member"",""employeeId"":""1001"",""skills"":[""DevOps"",""Engineering Leadership"",""Cloud Strategy"",""AWS"",""Kubernetes""],""createdDateTime"":""2025-12-24T07:00:00.000Z"",""@odata.etag"":""W/\""JzEtYjJkMGRhMzItNjcxYS00Cg==\""""}",2026-05-19T07:00:00+00:00
a1b2c3d4-e5f6-7890-abcd-ef1234567890,ffe94729-67ac-4c71-b2b7-15f9ff4a401f,nhung.pham@setafuture.onmicrosoft.com,nhung.pham@setafuture.onmicrosoft.com,Phạm Đình Nhung,e5f71542-83d2-422b-90b0-4f0bdf92db57,"{""@odata.context"":""https://graph.microsoft.com/v1.0/$metadata#users/$entity"",""id"":""ffe94729-67ac-4c71-b2b7-15f9ff4a401f"",""displayName"":""Phạm Đình Nhung"",""givenName"":""Nhung"",""surname"":""Phạm"",""userPrincipalName"":""nhung.pham@setafuture.onmicrosoft.com"",""mail"":""nhung.pham@setafuture.onmicrosoft.com"",""jobTitle"":""CDO"",""department"":""Executive"",""officeLocation"":""Ho Chi Minh City"",""city"":""Ho Chi Minh City"",""country"":""Vietnam"",""usageLocation"":""VN"",""mobilePhone"":""+84 9587119752"",""businessPhones"":[""+84 9587119752""],""preferredLanguage"":""vi-VN"",""accountEnabled"":true,""userType"":""Member"",""employeeId"":""1002"",""skills"":[""Python"",""Data Engineering"",""LLM"",""Business Intelligence"",""AI""],""createdDateTime"":""2026-01-01T07:00:00.000Z"",""@odata.etag"":""W/\""JzEtZmZlOTQ3MjktNjdhYy00Cg==\""""}",2026-05-19T07:00:00+00:00
a1b2c3d4-e5f6-7890-abcd-ef1234567890,b7c75ba3-3026-481b-ae2a-dd23df5c0304,tan.hoang@setafuture.onmicrosoft.com,tan.hoang@setafuture.onmicrosoft.com,Hoàng Văn Tân,e5f71542-83d2-422b-90b0-4f0bdf92db57,"{""@odata.context"":""https://graph.microsoft.com/v1.0/$metadata#users/$entity"",""id"":""b7c75ba3-3026-481b-ae2a-dd23df5c0304"",""displayName"":""Hoàng Văn Tân"",""givenName"":""Tân"",""surname"":""Hoàng"",""userPrincipalName"":""tan.hoang@setafuture.onmicrosoft.com"",""mail"":""tan.hoang@setafuture.onmicrosoft.com"",""jobTitle"":""IC Executive"",""department"":""Internal Communications"",""officeLocation"":""Ho Chi Minh City"",""city"":""Ho Chi Minh City"",""country"":""Vietnam"",""usageLocation"":""VN"",""mobilePhone"":""+84 9826131378"",""businessPhones"":[""+84 9826131378""],""preferredLanguage"":""vi-VN"",""accountEnabled"":true,""userType"":""Member"",""employeeId"":""1003"",""skills"":[""Town Hall Facilitation"",""Executive Communications"",""Content Strategy"",""Organizational Announcements""],""createdDateTime"":""2025-11-02T07:00:00.000Z"",""@odata.etag"":""W/\""JzEtYjdjNzViYTMtMzAyNi00Cg==\""""}",2026-05-19T07:00:00+00:00
a1b2c3d4-e5f6-7890-abcd-ef1234567890,9f93d859-cae1-45a6-9bc9-4040367068ae,tung.huynh@setafuture.onmicrosoft.com,tung.huynh@setafuture.onmicrosoft.com,Huỳnh Hoàng Tùng,e5f71542-83d2-422b-90b0-4f0bdf92db57,"{""@odata.context"":""https://graph.microsoft.com/v1.0/$metadata#users/$entity"",""id"":""9f93d859-cae1-45a6-9bc9-4040367068ae"",""displayName"":""Huỳnh Hoàng Tùng"",""givenName"":""Tùng"",""surname"":""Huỳnh"",""userPrincipalName"":""tung.huynh@setafuture.onmicrosoft.com"",""mail"":""tung.huynh@setafuture.onmicrosoft.com"",""jobTitle"":""IC Executive"",""department"":""Internal Communications"",""officeLocation"":""Ho Chi Minh City"",""city"":""Ho Chi Minh City"",""country"":""Vietnam"",""usageLocation"":""VN"",""mobilePhone"":""+84 9195002845"",""businessPhones"":[""+84 9195002845""],""preferredLanguage"":""vi-VN"",""accountEnabled"":true,""userType"":""Member"",""employeeId"":""1004"",""skills"":[""Town Hall Facilitation"",""Stakeholder Management"",""Intranet Management"",""Organizational Announcements"",""Internal Communications"",""Corporate Communications""],""createdDateTime"":""2025-08-30T07:00:00.000Z"",""@odata.etag"":""W/\""JzEtOWY5M2Q4NTktY2FlMS00Cg==\""""}",2026-05-19T07:00:00+00:00
a1b2c3d4-e5f6-7890-abcd-ef1234567890,86179a7b-ce3a-4912-b0ee-aa5c9007212b,thu.phan@setafuture.onmicrosoft.com,thu.phan@setafuture.onmicrosoft.com,Phan Xuân Thu,e5f71542-83d2-422b-90b0-4f0bdf92db57,"{""@odata.context"":""https://graph.microsoft.com/v1.0/$metadata#users/$entity"",""id"":""86179a7b-ce3a-4912-b0ee-aa5c9007212b"",""displayName"":""Phan Xuân Thu"",""givenName"":""Thu"",""surname"":""Phan"",""userPrincipalName"":""thu.phan@setafuture.onmicrosoft.com"",""mail"":""thu.phan@setafuture.onmicrosoft.com"",""jobTitle"":""IC Executive"",""department"":""Internal Communications"",""officeLocation"":""Ho Chi Minh City"",""city"":""Ho Chi Minh City"",""country"":""Vietnam"",""usageLocation"":""VN"",""mobilePhone"":""+84 9147262563"",""businessPhones"":[""+84 9147262563""],""preferredLanguage"":""vi-VN"",""accountEnabled"":true,""userType"":""Member"",""employeeId"":""1005"",""skills"":[""Crisis Communication"",""Internal Communications"",""Executive Communications""],""createdDateTime"":""2025-05-23T07:00:00.000Z"",""@odata.etag"":""W/\""JzEtODYxNzlhN2ItY2UzYS00Cg==\""""}",2026-05-19T07:00:00+00:00
a1b2c3d4-e5f6-7890-abcd-ef1234567890,13846863-25c1-48e3-91e9-a6a2f1343d37,binh.vu@setafuture.onmicrosoft.com,binh.vu@setafuture.onmicrosoft.com,Vũ Đình Bình,e5f71542-83d2-422b-90b0-4f0bdf92db57,"{""@odata.context"":""https://graph.microsoft.com/v1.0/$metadata#users/$entity"",""id"":""13846863-25c1-48e3-91e9-a6a2f1343d37"",""displayName"":""Vũ Đình Bình"",""givenName"":""Bình"",""surname"":""Vũ"",""userPrincipalName"":""binh.vu@setafuture.onmicrosoft.com"",""mail"":""binh.vu@setafuture.onmicrosoft.com"",""jobTitle"":""IC Executive"",""department"":""Internal Communications"",""officeLocation"":""Ho Chi Minh City"",""city"":""Ho Chi Minh City"",""country"":""Vietnam"",""usageLocation"":""VN"",""mobilePhone"":""+84 935976631"",""businessPhones"":[""+84 935976631""],""preferredLanguage"":""vi-VN"",""accountEnabled"":true,""userType"":""Member"",""employeeId"":""1006"",""skills"":[""Content Strategy"",""Leadership Communication"",""Employee Engagement"",""Corporate Communications"",""Internal Communications"",""Town Hall Facilitation""],""createdDateTime"":""2026-01-05T07:00:00.000Z"",""@odata.etag"":""W/\""JzEtMTM4NDY4NjMtMjVjMS00Cg==\""""}",2026-05-19T07:00:00+00:00
a1b2c3d4-e5f6-7890-abcd-ef1234567890,714d7475-e77b-40a5-a099-0761a3d397c6,hoa.vo@setafuture.onmicrosoft.com,hoa.vo@setafuture.onmicrosoft.com,Võ Văn Hoa,e5f71542-83d2-422b-90b0-4f0bdf92db57,"{""@odata.context"":""https://graph.microsoft.com/v1.0/$metadata#users/$entity"",""id"":""714d7475-e77b-40a5-a099-0761a3d397c6"",""displayName"":""Võ Văn Hoa"",""givenName"":""Hoa"",""surname"":""Võ"",""userPrincipalName"":""hoa.vo@setafuture.onmicrosoft.com"",""mail"":""hoa.vo@setafuture.onmicrosoft.com"",""jobTitle"":""IC Executive"",""department"":""Internal Communications"",""officeLocation"":""Ho Chi Minh City"",""city"":""Ho Chi Minh City"",""country"":""Vietnam"",""usageLocation"":""VN"",""mobilePhone"":""+84 9282163122"",""businessPhones"":[""+84 9282163122""],""preferredLanguage"":""vi-VN"",""accountEnabled"":true,""userType"":""Member"",""employeeId"":""1007"",""skills"":[""Change Management"",""Internal Communications"",""Organizational Announcements"",""Corporate Communications"",""Intranet Management"",""Employee Engagement""],""createdDateTime"":""2025-12-14T07:00:00.000Z"",""@odata.etag"":""W/\""JzEtNzE0ZDc0NzUtZTc3Yi00Cg==\""""}",2026-05-19T07:00:00+00:00
a1b2c3d4-e5f6-7890-abcd-ef1234567890,f169a203-2b09-4a4e-98b9-98b6f89a3819,mai.dang@setafuture.onmicrosoft.com,mai.dang@setafuture.onmicrosoft.com,Đặng Hoàng Mai,b2d0da32-671a-4b0e-a284-317936e34cfa,"{""@odata.context"":""https://graph.microsoft.com/v1.0/$metadata#users/$entity"",""id"":""f169a203-2b09-4a4e-98b9-98b6f89a3819"",""displayName"":""Đặng Hoàng Mai"",""givenName"":""Mai"",""surname"":""Đặng"",""userPrincipalName"":""mai.dang@setafuture.onmicrosoft.com"",""mail"":""mai.dang@setafuture.onmicrosoft.com"",""jobTitle"":""PM"",""department"":""Product & Program Management"",""officeLocation"":""Ho Chi Minh City"",""city"":""Ho Chi Minh City"",""country"":""Vietnam"",""usageLocation"":""VN"",""mobilePhone"":""+84 9711970727"",""businessPhones"":[""+84 9711970727""],""preferredLanguage"":""vi-VN"",""accountEnabled"":true,""userType"":""Member"",""employeeId"":""1008"",""skills"":[""Product Roadmap"",""JIRA"",""Scrum"",""Agile"",""Sprint Planning"",""Stakeholder Communication""],""createdDateTime"":""2025-05-30T07:00:00.000Z"",""@odata.etag"":""W/\""JzEtZjE2OWEyMDMtMmIwOS00Cg==\""""}",2026-05-19T07:00:00+00:00
a1b2c3d4-e5f6-7890-abcd-ef1234567890,31cc1fac-8473-4c95-961d-494fce1e0455,phuong.bui@setafuture.onmicrosoft.com,phuong.bui@setafuture.onmicrosoft.com,Bùi Xuân Phương,b2d0da32-671a-4b0e-a284-317936e34cfa,"{""@odata.context"":""https://graph.microsoft.com/v1.0/$metadata#users/$entity"",""id"":""31cc1fac-8473-4c95-961d-494fce1e0455"",""displayName"":""Bùi Xuân Phương"",""givenName"":""Phương"",""surname"":""Bùi"",""userPrincipalName"":""phuong.bui@setafuture.onmicrosoft.com"",""mail"":""phuong.bui@setafuture.onmicrosoft.com"",""jobTitle"":""PM"",""department"":""Product & Program Management"",""officeLocation"":""Ho Chi Minh City"",""city"":""Ho Chi Minh City"",""country"":""Vietnam"",""usageLocation"":""VN"",""mobilePhone"":""+84 9544612779"",""businessPhones"":[""+84 9544612779""],""preferredLanguage"":""vi-VN"",""accountEnabled"":true,""userType"":""Member"",""employeeId"":""1009"",""skills"":[""Scrum"",""JIRA"",""Agile""],""createdDateTime"":""2026-01-25T07:00:00.000Z"",""@odata.etag"":""W/\""JzEtMzFjYzFmYWMtODQ3My00Cg==\""""}",2026-05-19T07:00:00+00:00
